Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
District 79,All Students,All Students,"2,004",4 year June,298,72,24.2,36,12.1,50,12,4,16.7,24,8.1,33.3,36,12.1,50,100,33.6,123,41.3,3,1,0,0
District 79,All Students,All Students,"2,003",4 year June,"2,410",657,27.3,288,12,43.8,57,2.4,8.7,231,9.6,35.2,369,15.3,56.2,496,20.6,1213,50.3,40,1.7,4,0.2
District 79,All Students,All Students,"2,002",4 year June,"5,812",551,9.5,143,2.5,26,8,0.1,1.5,135,2.3,24.5,408,7,74,1940,33.4,3264,56.2,51,0.9,6,0.1
District 79,All Students,All Students,"2,001",4 year June,"9,176",607,6.6,60,0.7,9.9,1,0,0.2,59,0.6,9.7,549,6,90.4,3187,34.7,5277,57.5,94,1,9,0.1
District 79,All Students,All Students,"2,005",5 year June,64,4,6.3,3,4.7,75,0,0,0,3,4.7,75,1,1.6,25,18,28.1,41,64.1,0,0,1,1.6
District 79,All Students,All Students,"2,004",5 year June,277,72,26,36,13,50,12,4.3,16.7,24,8.7,33.3,36,13,50,73,26.4,127,45.8,3,1.1,2,0.7
District 79,All Students,All Students,"2,003",5 year June,"2,410",657,27.3,288,12,43.8,57,2.4,8.7,231,9.6,35.2,369,15.3,56.2,496,20.6,1213,50.3,40,1.7,4,0.2
District 79,All Students,All Students,"2,002",5 year June,"5,812",1380,23.7,333,5.7,24.1,21,0.4,1.5,312,5.4,22.6,1052,18.1,76.2,560,9.6,3797,65.3,69,1.2,6,0.1
District 79,All Students,All Students,"2,001",5 year June,"9,176",1278,13.9,133,1.4,10.4,4,0,0.3,129,1.4,10.1,1149,12.5,89.9,2097,22.9,5674,61.8,115,1.3,9,0.1
District 79,All Students,All Students,"2,004",6 year June,311,72,23.2,36,11.6,50,12,3.9,16.7,24,7.7,33.3,36,11.6,50,104,33.4,132,42.4,3,1,0,0
District 79,All Students,All Students,"2,003",6 year June,"2,394",657,27.4,288,12,43.8,57,2.4,8.7,231,9.6,35.2,369,15.4,56.2,482,20.1,1206,50.4,40,1.7,9,0.4
District 79,All Students,All Students,"2,002",6 year June,"5,812",1380,23.7,333,5.7,24.1,21,0.4,1.5,312,5.4,22.6,1052,18.1,76.2,560,9.6,3797,65.3,69,1.2,6,0.1
District 79,All Students,All Students,"2,001",6 year June,"9,176",1704,18.6,211,2.3,12.4,5,0.1,0.3,206,2.2,12.1,1504,16.4,88.3,1356,14.8,5967,65,137,1.5,9,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,ELL Status,ELL,"2,004",4 year June,74,16,21.6,13,17.6,81.3,9,12.2,56.3,4,5.4,25,3,4.1,18.8,14,18.9,44,59.5,0,0,0,0
District 79,ELL Status,ELL,"2,003",4 year June,270,71,26.3,42,15.6,59.2,28,10.4,39.4,14,5.2,19.7,29,10.7,40.8,40,14.8,156,57.8,3,1.1,0,0
District 79,ELL Status,ELL,"2,002",4 year June,346,82,23.7,44,12.7,53.7,0,0,0,44,12.7,53.7,38,11,46.3,109,31.5,154,44.5,1,0.3,0,0
District 79,ELL Status,ELL,"2,001",4 year June,"1,197",106,8.9,31,2.6,29.2,0,0,0,31,2.6,29.2,76,6.3,71.7,333,27.8,732,61.2,19,1.6,6,0.5
District 79,ELL Status,ELL,"2,005",5 year June,15,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,13.3,13,86.7,0,0,0,0
District 79,ELL Status,ELL,"2,004",5 year June,72,16,22.2,13,18.1,81.3,9,12.5,56.3,4,5.6,25,3,4.2,18.8,13,18.1,43,59.7,0,0,0,0
District 79,ELL Status,ELL,"2,003",5 year June,270,71,26.3,42,15.6,59.2,28,10.4,39.4,14,5.2,19.7,29,10.7,40.8,40,14.8,156,57.8,3,1.1,0,0
District 79,ELL Status,ELL,"2,002",5 year June,346,136,39.3,57,16.5,41.9,7,2,5.1,50,14.5,36.8,79,22.8,58.1,26,7.5,179,51.7,5,1.4,0,0
District 79,ELL Status,ELL,"2,001",5 year June,"1,197",179,15,47,3.9,26.3,2,0.2,1.1,45,3.8,25.1,133,11.1,74.3,221,18.5,767,64.1,23,1.9,6,0.5
District 79,ELL Status,ELL,"2,004",6 year June,78,19,24.4,16,20.5,84.2,11,14.1,57.9,5,6.4,26.3,3,3.8,15.8,15,19.2,44,56.4,0,0,0,0
District 79,ELL Status,ELL,"2,003",6 year June,268,71,26.5,42,15.7,59.2,28,10.4,39.4,14,5.2,19.7,29,10.8,40.8,39,14.6,155,57.8,3,1.1,0,0
District 79,ELL Status,ELL,"2,002",6 year June,346,136,39.3,57,16.5,41.9,7,2,5.1,50,14.5,36.8,79,22.8,58.1,26,7.5,179,51.7,5,1.4,0,0
District 79,ELL Status,ELL,"2,001",6 year June,"1,197",217,18.1,51,4.3,23.5,2,0.2,0.9,49,4.1,22.6,167,14,77,152,12.7,793,66.2,28,2.3,6,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,ELL Status,Not ELL,"2,005",4 year August,43,6,14,3,7,50,0,0,0,3,7,50,3,7,50,12,27.9,25,58.1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,ELL Status,Not ELL,"2,005",4 year June,43,6,14,3,7,50,0,0,0,3,7,50,3,7,50,12,27.9,25,58.1,0,0,0,0
District 79,ELL Status,Not ELL,"2,004",4 year June,224,56,25,23,10.3,41.1,3,1.3,5.4,20,8.9,35.7,33,14.7,58.9,86,38.4,79,35.3,3,1.3,0,0
District 79,ELL Status,Not ELL,"2,003",4 year June,"2,140",586,27.4,246,11.5,42,29,1.4,4.9,217,10.1,37,340,15.9,58,456,21.3,1057,49.4,37,1.7,4,0.2
District 79,ELL Status,Not ELL,"2,002",4 year June,"5,466",469,8.6,99,1.8,21.1,8,0.1,1.7,91,1.7,19.4,370,6.8,78.9,1831,33.5,3110,56.9,50,0.9,6,0.1
District 79,ELL Status,Not ELL,"2,001",4 year June,"7,979",501,6.3,29,0.4,5.8,1,0,0.2,28,0.4,5.6,473,5.9,94.4,2854,35.8,4545,57,75,0.9,3,0
District 79,ELL Status,Not ELL,"2,005",5 year June,49,4,8.2,3,6.1,75,0,0,0,3,6.1,75,1,2,25,16,32.7,28,57.1,0,0,1,2
District 79,ELL Status,Not ELL,"2,004",5 year June,205,56,27.3,23,11.2,41.1,3,1.5,5.4,20,9.8,35.7,33,16.1,58.9,60,29.3,84,41,3,1.5,2,1
District 79,ELL Status,Not ELL,"2,003",5 year June,"2,140",586,27.4,246,11.5,42,29,1.4,4.9,217,10.1,37,340,15.9,58,456,21.3,1057,49.4,37,1.7,4,0.2
District 79,ELL Status,Not ELL,"2,002",5 year June,"5,466",1244,22.8,276,5,22.2,14,0.3,1.1,262,4.8,21.1,973,17.8,78.2,534,9.8,3618,66.2,64,1.2,6,0.1
District 79,ELL Status,Not ELL,"2,001",5 year June,"7,979",1099,13.8,86,1.1,7.8,2,0,0.2,84,1.1,7.6,1016,12.7,92.4,1876,23.5,4907,61.5,92,1.2,3,0
District 79,ELL Status,Not ELL,"2,004",6 year June,233,53,22.7,20,8.6,37.7,1,0.4,1.9,19,8.2,35.8,33,14.2,62.3,89,38.2,88,37.8,3,1.3,0,0
District 79,ELL Status,Not ELL,"2,003",6 year June,"2,126",586,27.6,246,11.6,42,29,1.4,4.9,217,10.2,37,340,16,58,443,20.8,1051,49.4,37,1.7,9,0.4
District 79,ELL Status,Not ELL,"2,002",6 year June,"5,466",1244,22.8,276,5,22.2,14,0.3,1.1,262,4.8,21.1,973,17.8,78.2,534,9.8,3618,66.2,64,1.2,6,0.1
District 79,ELL Status,Not ELL,"2,001",6 year June,"7,979",1487,18.6,160,2,10.8,3,0,0.2,157,2,10.6,1337,16.8,89.9,1204,15.1,5174,64.8,109,1.4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,Asian,"2,005",4 year August,15,4,26.7,2,13.3,50,0,0,0,2,13.3,50,2,13.3,50,0,0,11,73.3,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,Asian,"2,005",4 year June,15,4,26.7,2,13.3,50,0,0,0,2,13.3,50,2,13.3,50,0,0,11,73.3,0,0,0,0
District 79,Ethnicity,Asian,"2,004",4 year June,63,20,31.7,19,30.2,95,12,19,60,7,11.1,35,1,1.6,5,13,20.6,30,47.6,0,0,0,0
District 79,Ethnicity,Asian,"2,003",4 year June,270,120,44.4,92,34.1,76.7,50,18.5,41.7,42,15.6,35,28,10.4,23.3,23,8.5,126,46.7,1,0.4,0,0
District 79,Ethnicity,Asian,"2,002",4 year June,517,108,20.9,70,13.5,64.8,3,0.6,2.8,67,13,62,38,7.4,35.2,104,20.1,304,58.8,0,0,1,0.2
District 79,Ethnicity,Asian,"2,001",4 year June,615,110,17.9,39,6.3,35.5,0,0,0,39,6.3,35.5,72,11.7,65.5,147,23.9,353,57.4,1,0.2,3,0.5
District 79,Ethnicity,Asian,"2,005",5 year June,15,2,13.3,2,13.3,100,0,0,0,2,13.3,100,0,0,0,2,13.3,11,73.3,0,0,0,0
District 79,Ethnicity,Asian,"2,004",5 year June,62,20,32.3,19,30.6,95,12,19.4,60,7,11.3,35,1,1.6,5,12,19.4,29,46.8,0,0,1,1.6
District 79,Ethnicity,Asian,"2,003",5 year June,270,120,44.4,92,34.1,76.7,50,18.5,41.7,42,15.6,35,28,10.4,23.3,23,8.5,126,46.7,1,0.4,0,0
District 79,Ethnicity,Asian,"2,002",5 year June,517,169,32.7,100,19.3,59.2,16,3.1,9.5,84,16.2,49.7,69,13.3,40.8,17,3.3,330,63.8,0,0,1,0.2
District 79,Ethnicity,Asian,"2,001",5 year June,615,157,25.5,47,7.6,29.9,0,0,0,47,7.6,29.9,112,18.2,71.3,77,12.5,375,61,2,0.3,3,0.5
District 79,Ethnicity,Asian,"2,004",6 year June,63,20,31.7,19,30.2,95,12,19,60,7,11.1,35,1,1.6,5,13,20.6,30,47.6,0,0,0,0
District 79,Ethnicity,Asian,"2,003",6 year June,270,120,44.4,92,34.1,76.7,50,18.5,41.7,42,15.6,35,28,10.4,23.3,23,8.5,126,46.7,1,0.4,0,0
District 79,Ethnicity,Asian,"2,002",6 year June,517,169,32.7,100,19.3,59.2,16,3.1,9.5,84,16.2,49.7,69,13.3,40.8,17,3.3,330,63.8,0,0,1,0.2
District 79,Ethnicity,Asian,"2,001",6 year June,615,182,29.6,55,8.9,30.2,0,0,0,55,8.9,30.2,129,21,70.9,43,7,384,62.4,2,0.3,3,0.5
District 79,Ethnicity,Black,"2,006",4 year August,6,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,33.3,4,66.7,0,0,0,0
District 79,Ethnicity,Black,"2,005",4 year August,21,2,9.5,1,4.8,50,0,0,0,1,4.8,50,1,4.8,50,9,42.9,10,47.6,0,0,0,0
District 79,Ethnicity,Black,"2,006",4 year June,6,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,33.3,4,66.7,0,0,0,0
District 79,Ethnicity,Black,"2,005",4 year June,21,2,9.5,1,4.8,50,0,0,0,1,4.8,50,1,4.8,50,9,42.9,10,47.6,0,0,0,0
District 79,Ethnicity,Black,"2,004",4 year June,116,27,23.3,7,6,25.9,0,0,0,7,6,25.9,20,17.2,74.1,52,44.8,37,31.9,0,0,0,0
District 79,Ethnicity,Black,"2,003",4 year June,871,202,23.2,72,8.3,35.6,2,0.2,1,70,8,34.7,130,14.9,64.4,212,24.3,430,49.4,25,2.9,2,0.2
District 79,Ethnicity,Black,"2,002",4 year June,"2,391",182,7.6,30,1.3,16.5,1,0,0.5,29,1.2,15.9,152,6.4,83.5,926,38.7,1250,52.3,31,1.3,2,0.1
District 79,Ethnicity,Black,"2,001",4 year June,"3,975",220,5.5,9,0.2,4.1,0,0,0,9,0.2,4.1,211,5.3,95.9,1595,40.1,2107,53,51,1.3,2,0.1
District 79,Ethnicity,Black,"2,005",5 year June,25,2,8,1,4,50,0,0,0,1,4,50,1,4,50,11,44,11,44,0,0,1,4
District 79,Ethnicity,Black,"2,004",5 year June,105,27,25.7,7,6.7,25.9,0,0,0,7,6.7,25.9,20,19,74.1,35,33.3,42,40,0,0,1,1
District 79,Ethnicity,Black,"2,003",5 year June,871,202,23.2,72,8.3,35.6,2,0.2,1,70,8,34.7,130,14.9,64.4,212,24.3,430,49.4,25,2.9,2,0.2
District 79,Ethnicity,Black,"2,002",5 year June,"2,391",566,23.7,101,4.2,17.8,1,0,0.2,100,4.2,17.7,467,19.5,82.5,267,11.2,1516,63.4,40,1.7,2,0.1
District 79,Ethnicity,Black,"2,001",5 year June,"3,975",544,13.7,43,1.1,7.9,0,0,0,43,1.1,7.9,501,12.6,92.1,1066,26.8,2302,57.9,61,1.5,2,0.1
District 79,Ethnicity,Black,"2,004",6 year June,121,27,22.3,7,5.8,25.9,0,0,0,7,5.8,25.9,20,16.5,74.1,49,40.5,45,37.2,0,0,0,0
District 79,Ethnicity,Black,"2,003",6 year June,861,202,23.5,72,8.4,35.6,2,0.2,1,70,8.1,34.7,130,15.1,64.4,203,23.6,426,49.5,25,2.9,5,0.6
District 79,Ethnicity,Black,"2,002",6 year June,"2,391",566,23.7,101,4.2,17.8,1,0,0.2,100,4.2,17.7,467,19.5,82.5,267,11.2,1516,63.4,40,1.7,2,0.1
District 79,Ethnicity,Black,"2,001",6 year June,"3,975",759,19.1,75,1.9,9.9,0,0,0,75,1.9,9.9,688,17.3,90.6,698,17.6,2444,61.5,72,1.8,2,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,Hispanic,"2,005",4 year August,20,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,4,20,15,75,0,0,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,Hispanic,"2,005",4 year June,20,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,4,20,15,75,0,0,1,5
District 79,Ethnicity,Hispanic,"2,004",4 year June,104,20,19.2,8,7.7,40,0,0,0,8,7.7,40,12,11.5,60,31,29.8,50,48.1,3,2.9,0,0
District 79,Ethnicity,Hispanic,"2,003",4 year June,"1,072",254,23.7,86,8,33.9,3,0.3,1.2,83,7.7,32.7,168,15.7,66.1,237,22.1,567,52.9,12,1.1,2,0.2
District 79,Ethnicity,Hispanic,"2,002",4 year June,"2,419",192,7.9,38,1.6,19.8,4,0.2,2.1,34,1.4,17.7,154,6.4,80.2,783,32.4,1423,58.8,18,0.7,3,0.1
District 79,Ethnicity,Hispanic,"2,001",4 year June,"3,669",195,5.3,9,0.2,4.6,1,0,0.5,8,0.2,4.1,187,5.1,95.9,1273,34.7,2160,58.9,36,1,4,0.1
District 79,Ethnicity,Hispanic,"2,005",5 year June,22,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,5,22.7,17,77.3,0,0,0,0
District 79,Ethnicity,Hispanic,"2,004",5 year June,95,20,21.1,8,8.4,40,0,0,0,8,8.4,40,12,12.6,60,22,23.2,50,52.6,3,3.2,0,0
District 79,Ethnicity,Hispanic,"2,003",5 year June,"1,072",254,23.7,86,8,33.9,3,0.3,1.2,83,7.7,32.7,168,15.7,66.1,237,22.1,567,52.9,12,1.1,2,0.2
District 79,Ethnicity,Hispanic,"2,002",5 year June,"2,419",512,21.2,110,4.5,21.5,4,0.2,0.8,106,4.4,20.7,405,16.7,79.1,244,10.1,1633,67.5,27,1.1,3,0.1
District 79,Ethnicity,Hispanic,"2,001",5 year June,"3,669",439,12,35,1,8,3,0.1,0.7,32,0.9,7.3,406,11.1,92.5,859,23.4,2320,63.2,46,1.3,4,0.1
District 79,Ethnicity,Hispanic,"2,004",6 year June,108,20,18.5,8,7.4,40,0,0,0,8,7.4,40,12,11.1,60,34,31.5,51,47.2,3,2.8,0,0
District 79,Ethnicity,Hispanic,"2,003",6 year June,"1,067",254,23.8,86,8.1,33.9,3,0.3,1.2,83,7.8,32.7,168,15.7,66.1,233,21.8,564,52.9,12,1.1,4,0.4
District 79,Ethnicity,Hispanic,"2,002",6 year June,"2,419",512,21.2,110,4.5,21.5,4,0.2,0.8,106,4.4,20.7,405,16.7,79.1,244,10.1,1633,67.5,27,1.1,3,0.1
District 79,Ethnicity,Hispanic,"2,001",6 year June,"3,669",597,16.3,65,1.8,10.9,4,0.1,0.7,61,1.7,10.2,536,14.6,89.8,558,15.2,2452,66.8,57,1.6,4,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,Native American,"2,001",4 year June,27,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,10,37,17,63,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,Native American,"2,001",5 year June,27,3,11.1,1,3.7,33.3,0,0,0,1,3.7,33.3,2,7.4,66.7,6,22.2,18,66.7,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,Native American,"2,001",6 year June,27,3,11.1,1,3.7,33.3,0,0,0,1,3.7,33.3,2,7.4,66.7,6,22.2,18,66.7,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,White,"2,004",4 year June,13,4,30.8,2,15.4,50,0,0,0,2,15.4,50,2,15.4,50,4,30.8,5,38.5,0,0,0,0
District 79,Ethnicity,White,"2,003",4 year June,187,77,41.2,36,19.3,46.8,2,1.1,2.6,34,18.2,44.2,41,21.9,53.2,22,11.8,86,46,2,1.1,0,0
District 79,Ethnicity,White,"2,002",4 year June,450,68,15.1,5,1.1,7.4,0,0,0,5,1.1,7.4,63,14,92.6,115,25.6,265,58.9,2,0.4,0,0
District 79,Ethnicity,White,"2,001",4 year June,890,82,9.2,3,0.3,3.7,0,0,0,3,0.3,3.7,79,8.9,96.3,162,18.2,640,71.9,6,0.7,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Ethnicity,White,"2,004",5 year June,13,4,30.8,2,15.4,50,0,0,0,2,15.4,50,2,15.4,50,4,30.8,5,38.5,0,0,0,0
District 79,Ethnicity,White,"2,003",5 year June,187,77,41.2,36,19.3,46.8,2,1.1,2.6,34,18.2,44.2,41,21.9,53.2,22,11.8,86,46,2,1.1,0,0
District 79,Ethnicity,White,"2,002",5 year June,450,128,28.4,21,4.7,16.4,0,0,0,21,4.7,16.4,107,23.8,83.6,28,6.2,292,64.9,2,0.4,0,0
District 79,Ethnicity,White,"2,001",5 year June,890,135,15.2,7,0.8,5.2,1,0.1,0.7,6,0.7,4.4,128,14.4,94.8,89,10,659,74,6,0.7,0,0
District 79,Ethnicity,White,"2,004",6 year June,17,4,23.5,2,11.8,50,0,0,0,2,11.8,50,2,11.8,50,8,47.1,5,29.4,0,0,0,0
District 79,Ethnicity,White,"2,003",6 year June,186,77,41.4,36,19.4,46.8,2,1.1,2.6,34,18.3,44.2,41,22,53.2,21,11.3,86,46.2,2,1.1,0,0
District 79,Ethnicity,White,"2,002",6 year June,450,128,28.4,21,4.7,16.4,0,0,0,21,4.7,16.4,107,23.8,83.6,28,6.2,292,64.9,2,0.4,0,0
District 79,Ethnicity,White,"2,001",6 year June,890,163,18.3,15,1.7,9.2,1,0.1,0.6,14,1.6,8.6,149,16.7,91.4,51,5.7,669,75.2,6,0.7,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender,Female,"2,005",4 year August,18,2,11.1,0,0,0,0,0,0,0,0,0,2,11.1,100,4,22.2,11,61.1,0,0,1,5.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender,Female,"2,005",4 year June,18,2,11.1,0,0,0,0,0,0,0,0,0,2,11.1,100,4,22.2,11,61.1,0,0,1,5.6
District 79,Gender,Female,"2,004",4 year June,125,45,36,20,16,44.4,7,5.6,15.6,13,10.4,28.9,25,20,55.6,39,31.2,40,32,1,0.8,0,0
District 79,Gender,Female,"2,003",4 year June,"1,088",384,35.3,166,15.3,43.2,36,3.3,9.4,130,11.9,33.9,218,20,56.8,122,11.2,556,51.1,25,2.3,1,0.1
District 79,Gender,Female,"2,002",4 year June,"2,676",332,12.4,84,3.1,25.3,1,0,0.3,83,3.1,25,248,9.3,74.7,892,33.3,1426,53.3,25,0.9,1,0
District 79,Gender,Female,"2,001",4 year June,"3,836",345,9,32,0.8,9.3,1,0,0.3,31,0.8,9,314,8.2,91,1291,33.7,2157,56.2,36,0.9,6,0.2
District 79,Gender,Female,"2,005",5 year June,21,1,4.8,0,0,0,0,0,0,0,0,0,1,4.8,100,8,38.1,12,57.1,0,0,0,0
District 79,Gender,Female,"2,004",5 year June,120,45,37.5,20,16.7,44.4,7,5.8,15.6,13,10.8,28.9,25,20.8,55.6,32,26.7,41,34.2,1,0.8,1,0.8
District 79,Gender,Female,"2,003",5 year June,"1,088",384,35.3,166,15.3,43.2,36,3.3,9.4,130,11.9,33.9,218,20,56.8,122,11.2,556,51.1,25,2.3,1,0.1
District 79,Gender,Female,"2,002",5 year June,"2,676",797,29.8,185,6.9,23.2,6,0.2,0.8,179,6.7,22.5,616,23,77.3,158,5.9,1691,63.2,29,1.1,1,0
District 79,Gender,Female,"2,001",5 year June,"3,836",730,19,74,1.9,10.1,2,0.1,0.3,72,1.9,9.9,658,17.2,90.1,672,17.5,2378,62,48,1.3,6,0.2
District 79,Gender,Female,"2,004",6 year June,133,45,33.8,20,15,44.4,7,5.3,15.6,13,9.8,28.9,25,18.8,55.6,44,33.1,43,32.3,1,0.8,0,0
District 79,Gender,Female,"2,003",6 year June,"1,081",384,35.5,166,15.4,43.2,36,3.3,9.4,130,12,33.9,218,20.2,56.8,116,10.7,553,51.2,25,2.3,3,0.3
District 79,Gender,Female,"2,002",6 year June,"2,676",797,29.8,185,6.9,23.2,6,0.2,0.8,179,6.7,22.5,616,23,77.3,158,5.9,1691,63.2,29,1.1,1,0
District 79,Gender,Female,"2,001",6 year June,"3,836",939,24.5,108,2.8,11.5,3,0.1,0.3,105,2.7,11.2,834,21.7,88.8,292,7.6,2537,66.1,60,1.6,6,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender,Male,"2,005",4 year August,40,4,10,3,7.5,75,0,0,0,3,7.5,75,1,2.5,25,9,22.5,27,67.5,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender,Male,"2,005",4 year June,40,4,10,3,7.5,75,0,0,0,3,7.5,75,1,2.5,25,9,22.5,27,67.5,0,0,0,0
District 79,Gender,Male,"2,004",4 year June,173,27,15.6,16,9.2,59.3,5,2.9,18.5,11,6.4,40.7,11,6.4,40.7,61,35.3,83,48,2,1.2,0,0
District 79,Gender,Male,"2,003",4 year June,"1,322",273,20.7,122,9.2,44.7,21,1.6,7.7,101,7.6,37,151,11.4,55.3,374,28.3,657,49.7,15,1.1,3,0.2
District 79,Gender,Male,"2,002",4 year June,"3,136",219,7,59,1.9,26.9,7,0.2,3.2,52,1.7,23.7,160,5.1,73.1,1048,33.4,1838,58.6,26,0.8,5,0.2
District 79,Gender,Male,"2,001",4 year June,"5,340",262,4.9,28,0.5,10.7,0,0,0,28,0.5,10.7,235,4.4,89.7,1896,35.5,3120,58.4,58,1.1,3,0.1
District 79,Gender,Male,"2,005",5 year June,43,3,7,3,7,100,0,0,0,3,7,100,0,0,0,10,23.3,29,67.4,0,0,1,2.3
District 79,Gender,Male,"2,004",5 year June,157,27,17.2,16,10.2,59.3,5,3.2,18.5,11,7,40.7,11,7,40.7,41,26.1,86,54.8,2,1.3,1,0.6
District 79,Gender,Male,"2,003",5 year June,"1,322",273,20.7,122,9.2,44.7,21,1.6,7.7,101,7.6,37,151,11.4,55.3,374,28.3,657,49.7,15,1.1,3,0.2
District 79,Gender,Male,"2,002",5 year June,"3,136",583,18.6,148,4.7,25.4,15,0.5,2.6,133,4.2,22.8,436,13.9,74.8,402,12.8,2106,67.2,40,1.3,5,0.2
District 79,Gender,Male,"2,001",5 year June,"5,340",548,10.3,59,1.1,10.8,2,0,0.4,57,1.1,10.4,491,9.2,89.6,1425,26.7,3296,61.7,67,1.3,3,0.1
District 79,Gender,Male,"2,004",6 year June,178,27,15.2,16,9,59.3,5,2.8,18.5,11,6.2,40.7,11,6.2,40.7,60,33.7,89,50,2,1.1,0,0
District 79,Gender,Male,"2,003",6 year June,"1,313",273,20.8,122,9.3,44.7,21,1.6,7.7,101,7.7,37,151,11.5,55.3,366,27.9,653,49.7,15,1.1,6,0.5
District 79,Gender,Male,"2,002",6 year June,"3,136",583,18.6,148,4.7,25.4,15,0.5,2.6,133,4.2,22.8,436,13.9,74.8,402,12.8,2106,67.2,40,1.3,5,0.2
District 79,Gender,Male,"2,001",6 year June,"5,340",765,14.3,103,1.9,13.5,2,0,0.3,101,1.9,13.2,670,12.5,87.6,1064,19.9,3430,64.2,77,1.4,3,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District 79,Gender by Ethnicity,Female Asian,"2,004",4 year June,26,10,38.5,10,38.5,100,7,26.9,70,3,11.5,30,0,0,0,6,23.1,10,38.5,0,0,0,0
District 79,Gender by Ethnicity,Female Asian,"2,003",4 year June,123,69,56.1,49,39.8,71,31,25.2,44.9,18,14.6,26.1,20,16.3,29,9,7.3,44,35.8,1,0.8,0,0
District 79,Gender by Ethnicity,Female Asian,"2,002",4 year June,210,55,26.2,37,17.6,67.3,0,0,0,37,17.6,67.3,18,8.6,32.7,38,18.1,117,55.7,0,0,0,0
District 79,Gender by Ethnicity,Female Asian,"2,001",4 year June,236,56,23.7,19,8.1,33.9,0,0,0,19,8.1,33.9,37,15.7,66.1,58,24.6,120,50.8,1,0.4,1,0.4
District 79,Gender by Ethnicity,Female Asian,"2,005",5 year June,5,0,0,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,2,40,3,60,0,0,0,0
